card_id,client_id,account_id,card_number_masked,card_type,card_level,issue_date,expiry_date,card_status
623,1875,1689,4390********1821,visa,platinum,2023-09-16,2026-09-15,active
624,857,1780,4662********8983,mastercard,gold,2025-05-28,2028-05-27,active
625,935,2640,4476********5317,visa,classic,2025-03-13,2028-03-12,active
626,188,2320,4212********6218,visa,classic,2023-11-02,2026-11-01,active
627,1901,638,4549********7006,visa,classic,2025-04-28,2028-04-27,active
628,54,1279,4834********5592,mastercard,gold,2023-10-09,2026-10-08,active
629,1344,1641,4185********8347,mastercard,platinum,2025-10-15,2028-10-14,active
630,1995,510,4203********4293,visa,platinum,2023-05-24,2026-05-23,active
631,1968,598,4638********4830,visa,classic,2024-03-24,2027-03-24,active
632,1601,2713,4137********6409,mastercard,platinum,2026-04-17,2029-04-16,active
633,691,2635,4220********4349,visa,classic,2026-04-09,2029-04-08,active
634,1809,2365,4224********4232,mastercard,gold,2024-04-09,2027-04-09,blocked
635,470,2644,4451********2109,visa,platinum,2025-02-27,2028-02-27,blocked
636,1272,519,4802********8475,mastercard,classic,2023-11-08,2026-11-07,blocked
637,1279,2794,4876********7993,visa,gold,2025-11-03,2028-11-02,expired
638,400,574,4624********6691,mastercard,classic,2023-07-29,2026-07-28,active
639,306,2726,4177********5554,mastercard,classic,2024-01-17,2027-01-16,active
640,1163,1098,4080********3835,visa,platinum,2025-08-25,2028-08-24,expired
641,1619,1948,4569********5232,mastercard,classic,2024-02-23,2027-02-22,active
642,1749,1449,4029********4551,mastercard,platinum,2025-02-08,2028-02-08,active
643,1005,1585,4047********3081,mastercard,gold,2025-07-04,2028-07-03,active
644,202,2597,4969********1268,visa,gold,2025-06-26,2028-06-25,active
645,622,965,4980********3677,visa,gold,2024-01-11,2027-01-10,active
646,1528,1019,4902********7116,visa,gold,2025-10-06,2028-10-05,blocked
647,917,2909,4938********5242,mastercard,platinum,2024-02-29,2027-02-28,active
648,1143,359,4851********8803,mastercard,gold,2025-05-10,2028-05-09,active
649,713,737,4423********2734,visa,gold,2024-02-12,2027-02-11,active
650,1986,1785,4395********6894,visa,platinum,2023-07-21,2026-07-20,blocked
651,1391,1609,4157********8686,visa,gold,2024-05-12,2027-05-12,expired
652,944,260,4893********2050,visa,classic,2023-10-02,2026-10-01,active
653,1280,2772,4613********1657,mastercard,gold,2025-11-09,2028-11-08,blocked
654,1211,2643,4776********9745,mastercard,platinum,2024-01-27,2027-01-26,active
655,1725,2743,4936********9308,visa,classic,2025-08-21,2028-08-20,blocked
656,184,2384,4255********4074,mastercard,platinum,2025-07-07,2028-07-06,active
657,983,1030,4813********4052,visa,classic,2025-05-12,2028-05-11,active
658,754,2409,4088********1772,visa,platinum,2023-08-29,2026-08-28,blocked
659,773,970,4989********9413,visa,classic,2023-12-19,2026-12-18,active
660,1295,2991,4704********7814,visa,platinum,2023-12-17,2026-12-16,active
661,70,820,4465********1810,mastercard,gold,2026-02-09,2029-02-08,active
662,412,2717,4817********4695,visa,gold,2024-05-05,2027-05-05,active
663,1993,2326,4601********5125,mastercard,classic,2023-06-24,2026-06-23,expired
664,1206,457,4325********2792,mastercard,classic,2026-01-31,2029-01-30,active
665,1377,463,4179********3328,mastercard,gold,2024-06-14,2027-06-14,active
666,1957,2345,4255********4609,mastercard,classic,2025-04-29,2028-04-28,active
667,1348,2689,4021********6909,mastercard,classic,2026-01-03,2029-01-02,active
668,1579,382,4115********7155,visa,gold,2025-01-26,2028-01-26,active
669,735,1892,4701********5270,mastercard,classic,2026-03-29,2029-03-28,active
670,1530,1833,4757********1024,visa,classic,2024-05-09,2027-05-09,active
671,963,2309,4301********5948,mastercard,classic,2023-06-27,2026-06-26,active
672,151,1507,4514********9496,mastercard,platinum,2024-01-23,2027-01-22,expired
673,1908,806,4594********6416,visa,gold,2025-08-20,2028-08-19,blocked
674,1540,2439,4021********3723,visa,gold,2024-05-21,2027-05-21,expired
675,251,757,4699********7185,mastercard,classic,2024-03-20,2027-03-20,expired
676,1826,2516,4784********6131,visa,platinum,2026-04-22,2029-04-21,blocked
677,950,1254,4508********5216,visa,gold,2025-08-25,2028-08-24,blocked
678,145,870,4649********4427,visa,platinum,2025-04-12,2028-04-11,active
679,44,2065,4424********4820,mastercard,classic,2023-09-20,2026-09-19,blocked
680,1944,1411,4943********9159,mastercard,gold,2026-04-12,2029-04-11,active
681,921,2361,4163********6876,visa,classic,2023-11-14,2026-11-13,blocked
682,1523,2288,4082********7543,mastercard,platinum,2025-01-17,2028-01-17,active
683,1450,2859,4145********3192,visa,platinum,2023-10-06,2026-10-05,active
684,1896,1174,4586********3583,visa,platinum,2024-01-18,2027-01-17,active
685,728,543,4119********2168,mastercard,gold,2025-10-20,2028-10-19,active
686,1496,2105,4043********3484,mastercard,gold,2026-03-23,2029-03-22,expired
687,1370,1256,4411********4810,mastercard,classic,2026-03-28,2029-03-27,blocked
688,259,1767,4684********3525,mastercard,classic,2024-08-20,2027-08-20,expired
689,417,1766,4740********5860,visa,classic,2024-07-25,2027-07-25,blocked
690,1593,1290,4386********2245,mastercard,platinum,2024-08-23,2027-08-23,active
691,1950,2422,4638********9427,visa,platinum,2025-04-01,2028-03-31,expired
692,1260,2528,4347********2590,visa,classic,2025-04-03,2028-04-02,active
693,913,1344,4228********9819,visa,classic,2024-02-18,2027-02-17,active
694,149,1526,4587********9756,visa,platinum,2025-10-21,2028-10-20,active
695,907,2895,4065********2371,visa,classic,2024-06-30,2027-06-30,active
696,1415,2687,4972********3832,visa,gold,2023-09-26,2026-09-25,active
697,1106,2195,4523********2845,mastercard,platinum,2024-06-29,2027-06-29,active
698,4,2421,4890********8134,mastercard,platinum,2025-02-23,2028-02-23,blocked
699,1401,1678,4411********5881,visa,classic,2024-10-13,2027-10-13,expired
700,1218,1287,4112********9697,mastercard,gold,2025-10-25,2028-10-24,expired
701,1689,436,4550********1958,mastercard,gold,2023-06-13,2026-06-12,active
702,1211,1728,4768********3188,visa,classic,2025-08-25,2028-08-24,blocked
703,418,238,4181********9232,mastercard,gold,2023-09-14,2026-09-13,expired
704,1952,2348,4491********5006,mastercard,platinum,2023-10-29,2026-10-28,active
705,181,110,4794********7352,mastercard,gold,2023-12-27,2026-12-26,blocked
706,445,2275,4766********6092,visa,platinum,2023-07-08,2026-07-07,blocked
707,16,164,4741********3118,visa,gold,2024-09-07,2027-09-07,active
708,740,289,4114********3308,mastercard,classic,2025-04-08,2028-04-07,active
709,185,253,4076********4167,visa,classic,2025-01-25,2028-01-25,active
710,621,2584,4706********2047,visa,gold,2025-06-13,2028-06-12,active
711,1097,1965,4626********5144,visa,classic,2025-08-14,2028-08-13,active
712,776,1289,4750********8956,visa,classic,2025-08-06,2028-08-05,blocked
713,1562,745,4883********8315,visa,gold,2025-07-20,2028-07-19,expired
714,926,1207,4624********5549,visa,platinum,2026-03-08,2029-03-07,active
715,1375,2420,4526********4263,visa,platinum,2023-08-16,2026-08-15,expired
716,1344,1392,4020********1934,visa,gold,2023-06-27,2026-06-26,blocked
717,1395,2334,4419********1343,visa,platinum,2024-05-27,2027-05-27,active
718,652,991,4063********1088,mastercard,classic,2024-03-03,2027-03-03,active
719,595,840,4552********6515,visa,platinum,2025-11-20,2028-11-19,blocked
720,1204,1150,4193********2578,visa,gold,2024-06-27,2027-06-27,active
721,459,1222,4334********3940,mastercard,classic,2025-03-03,2028-03-02,expired
722,369,1744,4920********4849,visa,gold,2023-08-04,2026-08-03,expired
723,950,2401,4705********3651,mastercard,platinum,2025-07-26,2028-07-25,active
724,679,462,4675********2023,visa,gold,2025-11-09,2028-11-08,blocked
725,1824,1310,4546********8081,visa,gold,2024-10-01,2027-10-01,blocked
726,428,1436,4955********4998,visa,classic,2025-10-30,2028-10-29,expired
727,493,158,4910********4388,mastercard,platinum,2024-12-30,2027-12-30,active
728,455,1912,4219********8924,mastercard,platinum,2024-12-02,2027-12-02,active
729,167,2360,4517********6508,visa,platinum,2026-01-10,2029-01-09,expired
730,1617,678,4934********7594,visa,gold,2023-10-11,2026-10-10,blocked
731,107,2849,4107********5060,mastercard,platinum,2025-08-19,2028-08-18,active
732,561,1873,4988********2780,visa,classic,2025-03-27,2028-03-26,active
733,759,239,4158********9287,visa,classic,2025-01-12,2028-01-12,active
734,397,2918,4734********3496,visa,platinum,2023-11-24,2026-11-23,expired
735,1668,1092,4869********9324,visa,gold,2023-07-31,2026-07-30,active
736,856,2871,4472********2037,mastercard,gold,2023-10-26,2026-10-25,active
737,130,101,4415********8901,mastercard,gold,2023-08-02,2026-08-01,active
738,1465,316,4666********1711,mastercard,platinum,2025-09-08,2028-09-07,active
739,1730,1024,4845********3736,visa,platinum,2025-10-02,2028-10-01,expired
740,1171,2747,4535********2645,mastercard,classic,2025-02-28,2028-02-28,active
741,1135,768,4636********3087,mastercard,platinum,2024-10-10,2027-10-10,blocked
742,618,1345,4979********7713,visa,gold,2024-09-21,2027-09-21,expired
743,647,262,4711********2813,mastercard,platinum,2024-11-16,2027-11-16,blocked
744,1966,1452,4593********9736,visa,platinum,2024-07-22,2027-07-22,active
745,223,2835,4358********9150,visa,platinum,2023-11-09,2026-11-08,active
746,1114,196,4733********3468,mastercard,gold,2025-12-27,2028-12-26,active
747,401,1776,4712********7541,mastercard,classic,2026-03-23,2029-03-22,expired
748,1623,2842,4890********6798,visa,classic,2025-05-23,2028-05-22,active
749,1637,1736,4458********4344,mastercard,platinum,2023-07-31,2026-07-30,expired
750,431,180,4607********3662,mastercard,gold,2024-07-12,2027-07-12,active
751,60,2923,4616********5470,mastercard,platinum,2024-07-29,2027-07-29,active
752,477,341,4782********8280,mastercard,classic,2024-12-08,2027-12-08,expired
753,419,1100,4882********1368,mastercard,gold,2024-07-02,2027-07-02,blocked
754,662,1544,4146********7750,mastercard,platinum,2026-04-09,2029-04-08,active
755,1755,749,4064********8174,mastercard,gold,2024-06-18,2027-06-18,active
756,1665,2756,4575********1063,mastercard,gold,2025-04-20,2028-04-19,blocked
757,233,663,4261********6766,mastercard,gold,2025-04-01,2028-03-31,active
758,1378,481,4077********9340,visa,platinum,2024-02-28,2027-02-27,expired
759,1522,2139,4867********5952,visa,gold,2024-04-12,2027-04-12,blocked
760,796,872,4248********5734,mastercard,platinum,2025-01-12,2028-01-12,active
761,571,1454,4211********7531,visa,gold,2023-04-28,2026-04-27,active
762,107,2953,4795********9744,visa,gold,2025-07-20,2028-07-19,active
763,1298,550,4323********1161,visa,platinum,2026-02-05,2029-02-04,expired
764,1009,2021,4825********7463,visa,gold,2023-10-15,2026-10-14,active
765,1351,2709,4121********1514,visa,gold,2024-05-10,2027-05-10,active
766,869,743,4984********8515,visa,gold,2024-06-19,2027-06-19,blocked
767,134,2416,4296********2002,visa,platinum,2025-10-05,2028-10-04,active
768,1254,2638,4277********9759,mastercard,gold,2025-03-15,2028-03-14,expired
769,501,2567,4106********4628,visa,platinum,2025-06-22,2028-06-21,expired
770,962,2293,4586********4112,visa,gold,2025-10-07,2028-10-06,blocked
771,1584,1910,4312********9861,visa,platinum,2025-02-13,2028-02-13,expired
772,1023,791,4754********8761,mastercard,platinum,2024-12-25,2027-12-25,active
773,291,2121,4566********6695,mastercard,classic,2025-09-19,2028-09-18,active
774,1620,1447,4152********8324,mastercard,classic,2024-11-22,2027-11-22,active
775,1013,248,4000********4487,visa,platinum,2026-03-08,2029-03-07,active
776,173,830,4737********7395,mastercard,classic,2024-09-19,2027-09-19,expired
777,22,1125,4909********6830,visa,classic,2023-07-15,2026-07-14,active
778,522,2721,4396********5796,visa,platinum,2025-08-08,2028-08-07,active
779,450,627,4785********4138,mastercard,platinum,2025-10-02,2028-10-01,active
780,1590,348,4442********8353,visa,platinum,2023-11-30,2026-11-29,blocked
781,750,279,4935********1319,visa,platinum,2025-06-06,2028-06-05,blocked
782,198,1784,4165********7790,visa,classic,2024-01-03,2027-01-02,active
783,1422,2281,4646********4343,mastercard,gold,2025-08-14,2028-08-13,active
784,1830,656,4048********4783,mastercard,gold,2023-11-18,2026-11-17,active
785,1755,1214,4972********5129,visa,platinum,2023-08-29,2026-08-28,expired
786,1387,839,4960********1708,mastercard,gold,2024-01-15,2027-01-14,active
787,1204,2625,4681********6618,mastercard,platinum,2023-08-29,2026-08-28,blocked
788,1842,2589,4838********7131,visa,gold,2025-05-23,2028-05-22,active
789,1267,2351,4386********3322,visa,classic,2025-05-14,2028-05-13,active
790,551,1710,4932********6639,mastercard,gold,2024-10-10,2027-10-10,active
791,902,2024,4322********7970,visa,classic,2023-06-19,2026-06-18,active
792,1110,977,4127********1129,mastercard,classic,2025-06-20,2028-06-19,active
793,924,446,4954********5831,mastercard,classic,2024-03-01,2027-03-01,active
794,1736,618,4510********6034,mastercard,gold,2024-03-27,2027-03-27,active
795,841,1475,4554********5727,mastercard,gold,2025-12-16,2028-12-15,expired
796,1005,1779,4228********8161,mastercard,classic,2024-11-22,2027-11-22,active
797,452,2518,4868********4797,visa,gold,2026-02-02,2029-02-01,active
798,282,1245,4500********2340,visa,gold,2025-12-31,2028-12-30,active
799,1310,2996,4746********6696,visa,classic,2025-01-08,2028-01-08,active
800,277,2553,4718********1923,visa,platinum,2025-04-10,2028-04-09,active
801,1059,548,4403********3092,visa,classic,2025-10-27,2028-10-26,active
802,903,2211,4951********8738,visa,platinum,2024-02-22,2027-02-21,active
803,458,1624,4648********8590,mastercard,classic,2025-01-16,2028-01-16,blocked
804,1534,264,4790********5435,visa,platinum,2025-02-16,2028-02-16,active
805,1104,1398,4569********6259,mastercard,platinum,2023-07-30,2026-07-29,active
806,505,2354,4175********3964,mastercard,classic,2024-01-10,2027-01-09,active
807,1659,1816,4143********6122,visa,gold,2025-07-02,2028-07-01,active
808,1789,354,4514********6368,mastercard,gold,2023-12-26,2026-12-25,expired
809,416,1076,4086********8350,visa,classic,2024-09-24,2027-09-24,active
810,832,209,4938********1855,visa,gold,2025-02-18,2028-02-18,active
811,1180,614,4613********2519,mastercard,gold,2024-07-09,2027-07-09,blocked
812,1520,2091,4314********5411,mastercard,classic,2026-03-24,2029-03-23,active
813,662,2100,4653********4519,mastercard,classic,2024-04-24,2027-04-24,active
814,1992,1499,4448********9665,mastercard,classic,2023-04-24,2026-04-23,blocked
815,188,1136,4121********6839,mastercard,platinum,2025-02-26,2028-02-26,expired
816,1151,2881,4470********4267,mastercard,gold,2024-07-03,2027-07-03,expired
817,430,2079,4208********1600,mastercard,classic,2023-06-19,2026-06-18,blocked
818,246,58,4522********9754,visa,classic,2024-08-04,2027-08-04,active
819,338,2484,4127********9681,visa,gold,2024-02-26,2027-02-25,active
820,505,812,4894********2124,visa,classic,2023-04-29,2026-04-28,expired
821,109,2196,4940********3985,mastercard,classic,2023-12-08,2026-12-07,expired
822,1220,562,4485********9290,visa,platinum,2023-05-25,2026-05-24,active
823,1834,2944,4361********3852,mastercard,platinum,2025-07-27,2028-07-26,blocked
824,1644,230,4201********1157,mastercard,platinum,2024-10-01,2027-10-01,blocked
825,1014,2510,4188********6176,visa,gold,2024-08-01,2027-08-01,active
826,717,1722,4125********8293,mastercard,gold,2025-06-15,2028-06-14,active
827,845,2180,4851********4484,mastercard,platinum,2023-07-27,2026-07-26,active
828,1676,1451,4494********9386,visa,classic,2026-03-12,2029-03-11,expired
829,1737,1235,4578********2759,mastercard,gold,2024-06-15,2027-06-15,blocked
830,795,1072,4192********5792,mastercard,gold,2025-07-13,2028-07-12,blocked
831,223,2850,4089********8851,mastercard,platinum,2024-06-25,2027-06-25,blocked
832,782,1038,4955********3663,mastercard,platinum,2023-06-09,2026-06-08,active
833,380,890,4317********4677,visa,gold,2024-02-28,2027-02-27,active
834,215,1054,4601********5209,mastercard,platinum,2024-12-24,2027-12-24,blocked
835,55,708,4268********6594,visa,platinum,2023-12-14,2026-12-13,expired
836,1993,425,4588********1475,visa,classic,2026-04-10,2029-04-09,active
837,1943,70,4545********6575,mastercard,classic,2024-02-24,2027-02-23,expired
838,172,2250,4017********9704,visa,platinum,2025-10-04,2028-10-03,active
839,1461,2536,4167********2559,visa,platinum,2024-10-25,2027-10-25,expired
840,1528,2840,4419********9553,mastercard,gold,2025-04-16,2028-04-15,active
841,1756,2407,4666********5830,mastercard,gold,2023-08-18,2026-08-17,expired
842,1910,2964,4795********9465,mastercard,platinum,2024-03-24,2027-03-24,expired
843,1480,2582,4741********8500,mastercard,gold,2024-03-13,2027-03-13,active
844,765,2093,4574********7077,mastercard,gold,2026-03-11,2029-03-10,expired
845,421,941,4356********9518,visa,platinum,2024-01-14,2027-01-13,active
846,1421,621,4862********1841,visa,classic,2025-08-05,2028-08-04,active
847,649,2520,4451********8581,visa,classic,2026-02-05,2029-02-04,active
848,256,1197,4541********9854,visa,platinum,2025-10-28,2028-10-27,expired
849,938,2068,4929********8403,visa,gold,2024-04-03,2027-04-03,active
850,1229,1033,4948********6376,mastercard,gold,2025-04-03,2028-04-02,active
851,1717,1506,4830********2620,mastercard,classic,2025-06-18,2028-06-17,blocked
852,1857,1577,4508********3619,mastercard,platinum,2025-08-20,2028-08-19,active
853,1965,2131,4084********3985,visa,platinum,2024-05-12,2027-05-12,active
854,769,2045,4214********9653,mastercard,gold,2023-09-28,2026-09-27,expired
855,1421,1396,4116********2342,visa,platinum,2023-12-28,2026-12-27,blocked
856,1541,280,4854********9827,visa,gold,2023-12-04,2026-12-03,active
857,297,1466,4590********1186,visa,platinum,2024-11-29,2027-11-29,expired
858,1899,1504,4672********3734,visa,gold,2023-06-26,2026-06-25,blocked
859,1602,2283,4590********1769,mastercard,gold,2025-11-07,2028-11-06,active
860,692,2839,4573********7966,mastercard,platinum,2025-08-07,2028-08-06,active
861,1962,2724,4226********7122,visa,platinum,2024-10-16,2027-10-16,active
862,623,554,4762********9267,visa,platinum,2025-02-27,2028-02-27,blocked
863,349,835,4984********1194,mastercard,classic,2024-11-04,2027-11-04,active
864,1746,963,4689********7464,visa,platinum,2023-06-11,2026-06-10,active
865,114,597,4124********4950,visa,classic,2025-11-10,2028-11-09,active
866,779,2452,4981********9726,visa,platinum,2023-12-07,2026-12-06,blocked
867,131,803,4314********3202,mastercard,gold,2025-05-22,2028-05-21,active
868,638,2137,4249********7989,visa,platinum,2026-01-18,2029-01-17,active
869,1143,2986,4706********9701,mastercard,platinum,2023-05-04,2026-05-03,active
870,1044,2720,4876********9229,visa,classic,2023-12-15,2026-12-14,active
871,901,441,4335********1999,visa,gold,2023-04-25,2026-04-24,active
872,729,509,4731********8553,visa,gold,2026-02-19,2029-02-18,active
873,222,77,4927********6623,mastercard,classic,2025-03-16,2028-03-15,blocked
874,1647,2482,4775********7587,visa,gold,2025-10-02,2028-10-01,active
875,1015,650,4222********6712,mastercard,platinum,2024-05-12,2027-05-12,active
876,997,523,4214********6787,visa,platinum,2024-09-09,2027-09-09,active
877,1349,1488,4721********1116,mastercard,platinum,2024-07-07,2027-07-07,active
878,373,2209,4998********8048,visa,gold,2024-01-27,2027-01-26,active
879,204,1495,4461********5035,visa,platinum,2025-04-27,2028-04-26,active
880,951,655,4881********7321,mastercard,classic,2024-11-07,2027-11-07,expired
881,1688,2817,4499********4046,mastercard,gold,2024-10-28,2027-10-28,active
882,1644,1539,4103********7223,mastercard,classic,2023-08-24,2026-08-23,blocked
883,1130,1424,4979********1697,visa,platinum,2025-04-15,2028-04-14,active
884,1564,1652,4482********8965,visa,gold,2025-02-04,2028-02-04,active
885,1649,631,4875********3595,mastercard,platinum,2024-10-01,2027-10-01,blocked
886,1261,2542,4419********1076,mastercard,classic,2025-08-29,2028-08-28,active
887,1823,1508,4181********9539,visa,gold,2026-04-16,2029-04-15,active
888,926,2942,4262********2125,mastercard,classic,2023-12-26,2026-12-25,active
889,687,483,4914********2717,mastercard,gold,2023-09-30,2026-09-29,active
890,1259,1928,4342********9772,mastercard,gold,2023-08-17,2026-08-16,active
891,1324,1114,4043********7116,visa,classic,2025-02-08,2028-02-08,active
892,614,2564,4685********9959,visa,classic,2023-06-20,2026-06-19,blocked
893,1684,1089,4219********1135,mastercard,classic,2025-03-03,2028-03-02,blocked
894,504,439,4429********4416,mastercard,classic,2023-08-28,2026-08-27,expired
895,235,1718,4893********2678,mastercard,platinum,2025-02-11,2028-02-11,active
896,425,2444,4692********5433,mastercard,classic,2024-11-19,2027-11-19,expired
897,1899,857,4773********4766,mastercard,classic,2023-09-21,2026-09-20,active
898,1663,1984,4589********7746,visa,gold,2025-05-14,2028-05-13,blocked
899,1469,167,4411********5261,visa,platinum,2024-12-21,2027-12-21,active
900,1167,60,4177********9284,mastercard,platinum,2025-12-12,2028-12-11,expired
901,1261,612,4465********5417,mastercard,gold,2025-01-11,2028-01-11,active
902,1875,531,4876********4885,mastercard,platinum,2026-01-07,2029-01-06,blocked
903,774,2788,4139********9043,visa,gold,2026-03-28,2029-03-27,active
904,1608,50,4909********4220,visa,platinum,2025-10-29,2028-10-28,blocked
905,1699,1884,4825********2963,visa,gold,2024-02-23,2027-02-22,active
906,948,1012,4794********1575,visa,gold,2025-03-04,2028-03-03,active
907,716,859,4604********9255,visa,platinum,2025-02-23,2028-02-23,blocked
908,1398,1018,4210********9984,mastercard,gold,2025-10-26,2028-10-25,active
909,389,49,4984********9388,visa,platinum,2023-12-19,2026-12-18,active
910,1404,720,4219********7630,mastercard,gold,2024-06-17,2027-06-17,blocked
911,1194,2391,4014********5113,visa,classic,2026-03-23,2029-03-22,active
912,1325,2653,4619********1204,visa,gold,2026-01-07,2029-01-06,active
913,1559,2247,4524********7867,visa,classic,2025-02-10,2028-02-10,expired
914,13,1160,4130********7486,visa,gold,2025-03-12,2028-03-11,active
915,238,633,4806********3733,visa,gold,2024-07-27,2027-07-27,active
916,199,1339,4670********3791,visa,classic,2023-08-24,2026-08-23,expired
917,799,2128,4035********6834,mastercard,gold,2025-02-23,2028-02-23,active
918,1963,2603,4007********5399,mastercard,classic,2023-05-31,2026-05-30,active
919,1286,1437,4057********9105,mastercard,classic,2025-12-30,2028-12-29,expired
920,1454,26,4220********3614,mastercard,gold,2024-11-12,2027-11-12,active
921,1779,2966,4860********2233,visa,platinum,2023-10-10,2026-10-09,blocked
922,450,220,4731********6071,visa,platinum,2025-08-17,2028-08-16,active
923,290,2819,4147********5539,mastercard,classic,2023-10-01,2026-09-30,expired
924,667,277,4747********8776,visa,platinum,2025-11-06,2028-11-05,blocked
925,59,2158,4261********7666,visa,classic,2024-12-18,2027-12-18,active
926,843,1481,4382********2280,mastercard,gold,2025-06-06,2028-06-05,active
927,597,1236,4189********5745,visa,gold,2023-11-09,2026-11-08,active
928,679,1594,4176********7868,visa,classic,2024-06-05,2027-06-05,expired
929,1726,1000,4848********1845,visa,classic,2024-09-06,2027-09-06,active
930,1284,2141,4391********9615,mastercard,classic,2024-04-14,2027-04-14,blocked
931,1486,362,4220********1823,mastercard,classic,2024-10-18,2027-10-18,active
932,517,1458,4559********7543,mastercard,platinum,2023-09-18,2026-09-17,active
933,1462,1994,4057********3481,visa,classic,2025-05-20,2028-05-19,expired
934,1011,1672,4343********4873,mastercard,gold,2024-04-22,2027-04-22,active
935,1490,2335,4071********6904,visa,gold,2023-09-14,2026-09-13,expired
936,513,1651,4597********1510,visa,gold,2025-03-22,2028-03-21,blocked
937,940,1836,4487********6128,visa,classic,2023-05-23,2026-05-22,active
938,1256,1115,4506********4987,visa,gold,2023-07-02,2026-07-01,expired
939,1,1847,4988********1201,visa,gold,2024-12-08,2027-12-08,active
940,274,1318,4630********8560,visa,classic,2026-01-18,2029-01-17,active
941,645,2630,4670********8396,visa,classic,2025-10-27,2028-10-26,active
942,1768,298,4111********4345,mastercard,platinum,2024-08-21,2027-08-21,active
943,613,1314,4761********9344,mastercard,classic,2023-06-12,2026-06-11,blocked
944,1815,938,4507********3335,visa,classic,2025-02-26,2028-02-26,active
945,471,241,4823********5159,mastercard,platinum,2024-05-21,2027-05-21,active
946,1058,1433,4761********7676,visa,gold,2025-08-14,2028-08-13,active
947,875,583,4583********3739,visa,gold,2025-09-06,2028-09-05,active
948,1690,2907,4465********5207,mastercard,classic,2024-10-17,2027-10-17,blocked
949,1294,1955,4055********3370,visa,gold,2024-10-07,2027-10-07,active
950,1458,1335,4877********3158,visa,gold,2025-06-28,2028-06-27,active
951,776,1730,4095********7509,visa,classic,2025-12-21,2028-12-20,active
952,145,1673,4185********4517,mastercard,classic,2024-12-12,2027-12-12,active
953,1074,351,4977********1278,mastercard,gold,2025-08-26,2028-08-25,blocked
954,927,2746,4816********8773,visa,gold,2024-09-20,2027-09-20,expired
955,1486,1221,4023********4411,visa,gold,2023-11-16,2026-11-15,active
956,1477,350,4323********2546,visa,classic,2023-05-03,2026-05-02,blocked
957,211,1519,4418********2292,mastercard,platinum,2025-03-09,2028-03-08,active
958,1460,2548,4737********1394,visa,gold,2025-10-04,2028-10-03,active
959,1756,644,4847********6883,mastercard,classic,2024-10-24,2027-10-24,blocked
960,978,2836,4037********3153,visa,classic,2025-02-11,2028-02-11,expired
961,1068,945,4683********2809,mastercard,platinum,2023-09-13,2026-09-12,expired
962,974,1463,4944********2489,visa,gold,2026-01-21,2029-01-20,expired
963,1628,658,4901********7629,mastercard,platinum,2024-06-25,2027-06-25,expired
964,1981,2703,4821********9779,mastercard,gold,2024-07-31,2027-07-31,blocked
965,1306,2894,4569********8011,mastercard,classic,2023-09-12,2026-09-11,active
966,1696,1237,4474********7215,visa,classic,2024-04-23,2027-04-23,expired
967,1627,2468,4538********5411,mastercard,gold,2024-10-30,2027-10-30,active
968,91,648,4024********9375,visa,gold,2024-12-05,2027-12-05,expired
969,1373,1126,4999********2451,visa,platinum,2024-06-08,2027-06-08,active
970,414,1111,4502********5777,visa,classic,2024-08-16,2027-08-16,blocked
971,481,2651,4307********1714,visa,gold,2024-10-23,2027-10-23,expired
972,1869,1941,4754********9668,visa,gold,2025-08-17,2028-08-16,expired
973,33,539,4985********3094,visa,gold,2025-08-04,2028-08-03,active
974,1347,1049,4285********9852,mastercard,platinum,2026-03-25,2029-03-24,blocked
975,124,2984,4276********8357,visa,platinum,2024-07-05,2027-07-05,active
976,53,2376,4120********4670,mastercard,gold,2025-11-14,2028-11-13,active
977,1400,2210,4442********4071,visa,platinum,2025-03-23,2028-03-22,active
978,1780,2339,4172********2080,visa,classic,2024-08-07,2027-08-07,blocked
979,1024,2163,4702********3431,visa,gold,2023-07-03,2026-07-02,active
980,41,802,4001********4410,visa,classic,2025-05-30,2028-05-29,active
981,158,787,4021********1297,mastercard,classic,2025-07-19,2028-07-18,active
982,836,2695,4761********7607,mastercard,classic,2026-01-23,2029-01-22,expired
983,409,2041,4113********1079,visa,platinum,2023-05-02,2026-05-01,expired
984,1280,789,4585********2474,visa,gold,2023-12-17,2026-12-16,active
985,1762,2184,4415********1043,visa,platinum,2023-07-16,2026-07-15,active
986,1421,2469,4393********3494,visa,classic,2025-06-20,2028-06-19,blocked
987,500,2014,4206********8483,mastercard,platinum,2024-03-15,2027-03-15,expired
988,945,715,4045********7360,visa,platinum,2023-06-23,2026-06-22,active
989,1932,804,4307********9901,visa,platinum,2023-12-03,2026-12-02,blocked
990,163,2009,4491********5227,mastercard,classic,2024-12-24,2027-12-24,active
991,1583,2762,4051********1377,mastercard,platinum,2023-04-25,2026-04-24,active
992,1087,124,4255********8119,visa,classic,2024-05-14,2027-05-14,active
993,562,1809,4975********8301,visa,classic,2023-12-03,2026-12-02,expired
994,1747,2287,4903********2395,mastercard,classic,2024-05-14,2027-05-14,expired
995,1200,2148,4568********7051,mastercard,gold,2026-01-22,2029-01-21,expired
996,1802,619,4144********6063,visa,classic,2023-05-04,2026-05-03,active
997,1746,407,4651********5256,visa,classic,2024-05-21,2027-05-21,active
998,111,1158,4208********6307,visa,gold,2024-11-27,2027-11-27,blocked
