account_id,client_id,account_number,account_type,currency,balance,status,opened_at
593,8,RU42CTMA8415855373043,credit,EUR,4699615.46,blocked,2025-10-25 21:46:15
594,894,RU27ONGD8559670716944,savings,EUR,3904904.25,active,2025-11-18 23:33:11
595,463,RU29RWDI4000407560231,debit,USD,4770822.57,blocked,2025-06-09 06:53:18
596,1162,RU26BXNJ0797296822885,credit,USD,1667865.12,active,2025-09-25 19:11:21
597,114,RU06XZJE7344979925197,credit,EUR,454244.21,closed,2026-03-20 14:54:47
598,1968,RU03WGZN6547587837105,savings,KZT,4206066.75,active,2025-12-30 19:03:10
599,416,RU17GSXW2590677185360,debit,EUR,197616.58,blocked,2026-01-04 19:40:36
600,392,RU29YUDP4304025600413,savings,EUR,1951133.52,active,2025-12-24 02:57:56
601,1411,RU11DNVM7752707127971,savings,USD,425227.56,blocked,2026-02-02 18:54:24
602,389,RU12ONGX5064272990438,debit,KZT,966270.5,closed,2025-07-24 20:01:52
603,1002,RU10RUDP6762270254316,savings,KZT,3963903.12,active,2025-11-03 06:34:56
604,1094,RU33UHSC5846472560467,savings,KZT,186176.36,active,2025-09-01 08:57:14
605,1614,RU71QFUB3690615502613,credit,KZT,2028133.77,active,2026-03-02 15:56:25
606,1340,RU37IAWT7312206676654,credit,EUR,2292393.45,closed,2025-06-20 01:32:13
607,1518,RU13UAKH2421694353286,credit,KZT,4624154.24,active,2026-02-02 20:10:12
608,290,RU74CORV0581380573213,savings,EUR,96295.97,closed,2025-05-11 00:05:28
609,498,RU53MYZO8864555261510,credit,EUR,653558.13,active,2025-12-24 22:01:14
610,103,RU07OAXL5705295086874,savings,KZT,2281466.78,active,2026-03-13 15:14:06
611,1211,RU85JCEY3599896258692,debit,KZT,571784.23,closed,2026-02-27 14:02:29
612,1261,RU70MHKN0062551517975,debit,KZT,4022463.2,blocked,2025-09-01 05:27:15
613,1662,RU26CSGP8495312734458,credit,EUR,2010641.04,active,2026-01-13 21:21:16
614,1180,RU36UAVC9762134616461,credit,KZT,1608627.84,active,2026-02-14 00:18:31
615,94,RU82KEWZ6532224708101,credit,KZT,1678183.13,active,2025-08-07 14:03:35
616,290,RU21IQWD2971988408943,savings,KZT,3481782.63,closed,2025-06-26 07:09:25
617,899,RU46OYZJ8126817930080,debit,EUR,204453.77,active,2026-02-24 10:19:49
618,1736,RU93KQRZ9905808140334,credit,EUR,1881279.15,active,2025-04-29 06:52:25
619,1802,RU87WAKB8105635869902,savings,KZT,32741.54,active,2026-04-17 21:24:38
620,183,RU68DYHC1669460212467,credit,EUR,2969058.89,active,2025-10-01 20:39:39
621,1421,RU35NYIE8125983620749,savings,EUR,635335.2,active,2025-12-27 16:47:47
622,555,RU33QRZI9591260920331,credit,USD,2060744.59,active,2025-12-16 07:48:54
623,1417,RU89XIXN5657166578130,debit,EUR,900822.33,blocked,2025-12-16 21:54:22
624,1947,RU57JSTL0438964164508,debit,EUR,4132591.51,active,2025-09-05 07:25:07
625,858,RU20MEXW9532230724876,debit,EUR,1178959.4,active,2025-11-15 03:00:05
626,196,RU42IDFN1395574586180,credit,USD,4313792.57,closed,2025-11-06 07:48:40
627,450,RU45WKQG9340835442788,savings,EUR,3296976.46,active,2025-05-13 19:49:39
628,397,RU87LSRQ1920696569325,debit,KZT,3426533.53,blocked,2025-11-02 10:21:46
629,362,RU10VTNZ2762236831275,debit,EUR,4613442.52,active,2025-12-29 15:43:38
630,746,RU21HIDR3995578022801,savings,KZT,2173923.54,active,2025-12-18 18:21:41
631,1649,RU35OPCV0629450269447,savings,KZT,523001.08,active,2026-04-17 09:31:16
632,1101,RU91HYLV3414391032318,debit,KZT,3927674.6,blocked,2025-11-09 04:26:20
633,238,RU63NVXN7906674772011,debit,KZT,3607294.0,closed,2025-12-04 08:57:36
634,668,RU27VBJA8384378260187,savings,KZT,3735686.68,active,2025-07-21 13:32:00
635,1596,RU42PWPZ9533422539392,debit,USD,1139682.54,active,2026-02-03 17:29:49
636,845,RU94EIEL7772774575021,debit,USD,4456934.38,active,2025-10-23 03:08:09
637,1199,RU53VZQQ5211484603638,savings,KZT,4452553.73,active,2025-07-16 03:59:38
638,1901,RU27HSMW8788420475983,credit,USD,891125.77,active,2025-06-15 04:34:18
639,938,RU54LVQZ9477069392853,credit,KZT,3160473.56,active,2025-07-10 17:55:50
640,688,RU92EUUB2546167946778,debit,KZT,3461360.44,active,2025-08-10 04:36:32
641,280,RU30VZCQ9863613959459,debit,USD,2293436.05,active,2026-02-12 12:04:01
642,704,RU98EWCD8572350194737,debit,USD,3018576.28,closed,2026-04-09 21:47:17
643,349,RU82PSNE6389654997791,credit,EUR,4275165.1,active,2025-09-30 02:28:29
644,1756,RU59WPRU2200810014286,credit,USD,4311133.07,active,2025-12-08 23:07:19
645,970,RU35VNTB6251575951490,savings,USD,73504.78,blocked,2026-02-03 02:52:22
646,1788,RU48SWMO1080045872422,debit,KZT,1637152.44,closed,2025-07-18 14:10:06
647,1827,RU13PVUJ9665294830517,credit,KZT,4568859.85,active,2025-10-02 11:06:16
648,91,RU38DSOE5123433536757,debit,USD,3667648.03,closed,2025-05-06 06:33:17
649,872,RU86VPPO3426587503104,credit,USD,2396867.43,active,2025-10-15 22:14:52
650,1015,RU81WUSO9140771280619,debit,KZT,2792876.35,active,2026-01-17 09:54:23
651,1499,RU20TBPI6669747217124,savings,KZT,664427.3,active,2025-07-25 01:24:41
652,1327,RU41YHLM6830325369525,debit,KZT,2399434.97,active,2025-06-25 01:18:01
653,1441,RU95KROX6735078107283,savings,EUR,3736686.2,active,2025-10-16 20:36:43
654,950,RU90UTJZ7646126149936,debit,EUR,2027396.5,active,2025-12-22 15:29:24
655,951,RU10VHDY9627564439095,credit,EUR,7816.88,active,2025-09-19 16:31:24
656,1830,RU59CUTK6630063621051,credit,USD,2655070.71,active,2025-10-05 14:53:07
657,1542,RU66MIBO8704811353739,savings,EUR,4730531.37,closed,2025-12-02 14:42:53
658,1628,RU59NLFP2959867770554,debit,EUR,405714.25,active,2026-02-02 22:58:34
659,1910,RU43QSSW0712996991548,debit,EUR,4726665.83,active,2026-04-03 01:44:33
660,106,RU64FPAB2933132689374,debit,USD,1828588.7,closed,2025-05-09 02:09:54
661,749,RU86NAFC3688415771291,savings,KZT,3241215.12,active,2025-11-26 23:50:02
662,1453,RU67QIFW5195617655892,debit,KZT,4906276.86,active,2025-11-18 18:56:25
663,233,RU45EHWL5285870630228,credit,USD,3687162.94,closed,2026-03-27 12:43:17
664,1965,RU34YWFT3352878971535,credit,KZT,3766114.32,active,2025-08-25 16:07:40
665,723,RU59ZTUN4726847464550,savings,EUR,3401453.47,active,2025-05-14 08:47:33
666,130,RU42OVEQ3101850880875,savings,USD,2262600.84,closed,2025-11-13 18:13:34
667,1699,RU19MXJL0581058010886,debit,USD,3549416.62,closed,2026-04-07 12:40:53
668,599,RU51PTPZ4476193788663,savings,EUR,1841361.11,active,2025-07-05 08:46:16
669,1827,RU77MZUJ6533347749633,savings,KZT,401771.85,active,2025-08-13 05:01:00
670,1963,RU88PSEE6281915023743,debit,KZT,824666.32,active,2026-01-18 22:27:53
671,304,RU48RUPH4505219405047,savings,KZT,4375090.7,closed,2025-12-22 19:49:35
672,47,RU26EYNA9796291459773,savings,USD,4847903.45,closed,2026-04-20 01:27:43
673,271,RU95NMAS8591981747366,savings,USD,2101229.74,active,2025-08-14 10:19:19
674,388,RU35LGTO8858748955713,debit,KZT,4359096.71,active,2026-03-13 11:27:48
675,1941,RU20DZUT8444961639525,credit,EUR,1680050.97,closed,2025-09-03 08:14:45
676,1343,RU21PIPP7437212384877,credit,USD,2431255.81,closed,2026-03-16 04:20:19
677,1124,RU54LMCZ9189875579832,savings,USD,1521107.61,active,2026-04-07 01:46:58
678,1617,RU55XFTB0059054517365,savings,KZT,3946549.26,active,2025-10-28 06:39:41
679,762,RU84RLJB5919344246271,savings,KZT,742543.34,active,2025-10-17 06:43:54
680,1959,RU17EGTH3065335359759,debit,EUR,4620734.07,closed,2025-08-11 23:52:46
681,374,RU70VRAS6282196087875,debit,EUR,3464603.49,active,2025-06-24 20:11:29
682,488,RU26UPQU8273763097739,debit,KZT,4968871.42,closed,2025-06-11 08:00:25
683,903,RU60UQXH6660979785500,savings,USD,923298.42,closed,2026-01-22 20:09:31
684,72,RU73VUJI5072962901079,credit,USD,4890134.79,active,2025-09-15 01:00:27
685,919,RU47HWFW2652782546305,credit,KZT,2668681.14,active,2026-04-15 16:15:18
686,52,RU21TJVC5671177539872,savings,USD,3842822.31,blocked,2026-04-18 13:00:59
687,656,RU18IZUK8198708840755,debit,KZT,4850780.67,closed,2025-11-06 06:35:00
688,679,RU60YGWR0536597268395,credit,EUR,1478488.79,active,2026-02-10 02:29:04
689,1175,RU74BYOX0513069672128,credit,KZT,3998081.3,blocked,2025-09-01 17:57:22
690,1412,RU96DKMR3870278537982,debit,EUR,2395427.19,active,2025-06-16 08:42:28
691,1389,RU97DJXS2413717306390,credit,KZT,1541102.92,blocked,2025-12-19 00:54:38
692,1723,RU42QLQG0684836816723,debit,USD,1787610.35,active,2025-05-14 14:08:21
693,1246,RU75RMNK6067755957354,credit,KZT,2917573.78,active,2026-02-20 15:16:38
694,1917,RU26DZAK7725040258988,savings,KZT,113720.68,closed,2026-03-19 02:38:57
695,913,RU44CAUR5587235784572,credit,EUR,4788160.87,closed,2025-09-23 09:28:59
696,399,RU07BQAE4104150749316,savings,USD,3016256.2,closed,2025-05-14 23:35:24
697,1861,RU30MAQV1611556613404,credit,USD,1988392.43,blocked,2025-09-13 18:23:22
698,791,RU38OVUL0004584089227,savings,KZT,1423967.18,active,2025-08-20 20:45:07
699,913,RU96AMST0649493565803,credit,KZT,1079260.08,blocked,2026-02-05 04:43:38
700,852,RU97ZUMG8364722455817,savings,USD,819787.93,blocked,2026-01-31 04:17:03
701,1836,RU05BQXH3514244966390,savings,KZT,4177722.15,closed,2025-05-26 15:29:36
702,295,RU53YBXB4539804886725,debit,USD,2373591.04,closed,2025-08-31 11:29:57
703,136,RU54DJAV9617099873170,credit,USD,443152.94,blocked,2025-12-27 07:17:31
704,1873,RU57SQDM6881303846912,savings,USD,875290.16,blocked,2026-01-24 01:10:13
705,1164,RU06RDLB1645466257312,debit,KZT,930846.08,blocked,2025-08-13 15:10:51
706,1135,RU44LHND2769876229579,savings,KZT,4114173.3,active,2026-03-13 08:05:11
707,1199,RU09JPIL0809897173315,savings,USD,2796846.0,blocked,2025-07-19 09:52:07
708,55,RU27YPDN0426144716504,debit,KZT,1314122.44,blocked,2025-06-10 10:36:05
709,1340,RU62IYDL2644582969454,credit,USD,2086366.7,blocked,2026-04-10 09:06:49
710,1409,RU90CVVS1378049876209,credit,KZT,143184.48,active,2025-10-31 16:44:59
711,1988,RU03GZRZ3739652427607,debit,EUR,3728082.3,closed,2025-10-26 19:38:30
712,1159,RU82JVVD4644026135342,savings,USD,3140352.24,blocked,2026-01-17 20:01:18
713,1676,RU68KLKM1832621384155,debit,USD,2563116.82,closed,2025-04-30 00:43:14
714,1732,RU76CASV5425275056880,savings,KZT,2908690.83,active,2025-08-25 08:49:57
715,945,RU78QIUQ2072712633402,credit,KZT,1787569.94,active,2025-08-07 02:39:37
716,740,RU51VTGP8132672733262,savings,EUR,4560611.0,active,2025-05-12 03:14:39
717,594,RU44OOXN7469588194687,savings,EUR,3195093.68,active,2025-11-08 18:46:17
718,397,RU96UWOY4929449931367,credit,KZT,3823682.21,closed,2026-02-09 12:11:41
719,343,RU54LUPF6684905366783,credit,USD,4362343.23,active,2025-08-06 15:22:10
720,1404,RU05YFBG1613177905340,credit,EUR,1813250.86,closed,2025-12-04 11:36:54
721,721,RU92GRVR3331518016648,debit,KZT,685610.28,active,2025-09-15 01:55:58
722,1595,RU40AFHN2801938895311,savings,USD,1702225.14,active,2025-06-01 23:47:32
723,447,RU08LIYV3978157341591,debit,EUR,1106346.4,active,2026-02-26 00:07:13
724,1838,RU54AVMY6086236504602,credit,EUR,3448574.49,closed,2026-03-17 19:07:48
725,1090,RU33NUFZ2478922518261,credit,EUR,3511622.18,active,2025-10-02 07:08:15
726,944,RU81ZYHK0621084015799,debit,KZT,4094404.88,active,2025-10-26 10:37:20
727,714,RU33PUAM2981099752686,savings,EUR,1813480.26,blocked,2026-04-03 18:02:22
728,1224,RU64NLBR3681682140737,credit,USD,861863.59,active,2025-05-04 09:14:48
729,1525,RU87GBQV7143903909200,debit,KZT,644443.68,active,2026-01-15 10:15:10
730,465,RU27KZXV6260702474857,savings,KZT,1049995.19,active,2025-10-05 04:39:31
731,1415,RU75TQWR8921327381522,debit,KZT,95013.25,blocked,2026-02-11 08:03:12
732,884,RU85TZGF2972540149384,debit,KZT,539979.09,closed,2025-12-09 13:59:28
733,122,RU21PYLJ3188645947800,savings,KZT,4542737.96,active,2025-05-18 22:39:31
734,618,RU54PUSF4636698375550,credit,KZT,3772996.81,active,2026-04-15 13:07:27
735,1233,RU37IKRH8750077099031,debit,EUR,4505973.16,active,2026-01-08 15:38:22
736,720,RU12OZED1359804333156,debit,KZT,728639.33,active,2025-12-04 08:51:46
737,713,RU59SNIA1014601933520,savings,KZT,4275835.27,closed,2025-07-26 03:08:16
738,1035,RU49NFFZ6093164266331,credit,KZT,496429.32,closed,2026-02-13 15:08:19
739,29,RU16MDJB8231017171994,credit,KZT,3579342.36,active,2025-06-28 22:13:59
740,1847,RU63KOXI0519950819005,credit,KZT,4867925.94,active,2026-04-17 03:39:22
741,439,RU55NYOZ3526359517635,credit,EUR,2374102.8,closed,2025-07-04 02:41:09
742,901,RU71FIDH0228671066560,credit,KZT,905061.84,active,2025-09-17 15:27:26
743,869,RU19FJSF3577741490571,debit,EUR,1138543.51,active,2026-02-12 22:02:20
744,644,RU75PKGE2799752615878,debit,USD,552470.49,active,2025-11-01 18:31:43
745,1562,RU55TWQT1683171511142,savings,EUR,1442068.03,active,2025-05-25 03:47:42
746,672,RU85XIDF4845467313717,savings,KZT,1924520.8,blocked,2025-12-12 09:13:27
747,1508,RU76WICS0669545085703,savings,EUR,4880919.06,blocked,2025-07-19 22:28:53
748,1135,RU89IADU1761706130112,savings,USD,4924826.68,blocked,2025-07-05 12:47:31
749,1755,RU46OGRH1817203579656,debit,USD,4695470.93,active,2025-07-01 20:21:37
750,27,RU04IAAC9154260782411,credit,USD,3360805.3,blocked,2025-10-10 08:11:18
751,1071,RU06NIGI2411475466248,credit,EUR,425944.54,active,2025-09-23 13:05:53
752,821,RU44EEHB6421168460389,credit,EUR,4887876.7,active,2025-05-18 08:20:00
753,745,RU47ZLDU5923466521746,debit,USD,1002117.22,blocked,2025-06-09 21:24:53
754,477,RU48IKGY3164950605411,savings,EUR,2496051.45,closed,2025-12-09 18:24:26
755,560,RU02WGPU1346310789078,credit,USD,1781130.44,closed,2025-09-27 06:52:34
756,993,RU97NSVX5760188304154,credit,USD,737723.12,blocked,2025-06-04 04:09:48
757,251,RU75UJPJ7334359736970,savings,USD,2486871.64,active,2025-05-04 18:13:54
758,204,RU50DVNQ5253175040937,credit,KZT,4151732.03,blocked,2026-01-11 13:36:29
759,55,RU86ACXD8596897409529,debit,USD,3023315.04,active,2025-06-21 12:47:50
760,621,RU21AKXZ5095792818472,credit,EUR,482571.81,active,2026-01-04 22:54:23
761,1540,RU61MMQB6399241611954,credit,USD,3963864.34,active,2025-08-15 05:23:36
762,1356,RU36BZWX6278908806831,savings,USD,2524468.99,closed,2025-09-03 15:55:06
763,1658,RU29YDEV1795928223312,credit,EUR,89334.29,active,2025-10-07 08:52:01
764,1803,RU74KMPP2503856162714,debit,USD,2251127.48,blocked,2025-10-12 02:06:39
765,942,RU84CGIZ2773235737421,debit,KZT,885169.0,active,2026-04-01 19:11:32
766,1447,RU30VJXE0942079374158,debit,USD,2153974.91,active,2026-01-26 04:12:44
767,797,RU26OCTW9425059253095,savings,KZT,2844707.26,blocked,2026-01-04 13:34:01
768,1135,RU56LWXV8779936427379,credit,EUR,2861478.96,blocked,2025-11-27 13:47:19
769,1750,RU24LOEH8161292135111,debit,EUR,279629.89,active,2025-11-01 08:02:38
770,1211,RU24HUGB1075350246948,savings,EUR,3382762.43,active,2025-08-25 16:18:16
771,126,RU28YJWX1232223208738,debit,EUR,226547.14,active,2025-09-05 16:57:21
772,1658,RU09YKWZ7094391370858,credit,EUR,135472.31,active,2025-09-18 00:23:22
773,200,RU05OQGP9213168226080,savings,USD,4959735.67,blocked,2025-09-06 15:15:19
774,116,RU29TZTG7151931784498,credit,KZT,1238822.04,active,2025-12-09 07:59:02
775,174,RU68RZYZ3803747381133,credit,KZT,4344830.86,active,2025-09-01 07:47:42
776,348,RU56OBVI9462455407700,debit,EUR,1631258.07,blocked,2026-01-03 16:01:43
777,1769,RU63KHLK8823481180829,savings,EUR,2574284.35,blocked,2025-08-04 18:15:24
778,42,RU02UXHQ5028477982587,credit,USD,2940358.18,active,2025-09-16 21:57:29
779,1169,RU72XLHO1564153307066,savings,USD,2863120.69,blocked,2025-06-01 01:47:04
780,1415,RU26NVPB6331191611955,credit,KZT,1680501.34,closed,2026-03-04 08:31:03
781,1567,RU72XHAT3731340377917,credit,USD,833969.46,active,2025-09-11 07:42:35
782,1986,RU59AYGP9306189200458,savings,KZT,2485261.61,active,2026-03-15 14:06:08
783,1742,RU78EBPE1624742468473,credit,KZT,1437490.44,active,2025-08-16 16:24:51
784,1175,RU45ELZK0652990536791,savings,KZT,3123236.88,active,2026-01-26 22:42:04
785,1729,RU58EAOF0957890355081,credit,KZT,2959731.41,active,2025-05-19 08:11:18
786,1161,RU19STYZ6844565781744,credit,USD,2136102.35,active,2026-02-26 05:12:01
787,158,RU08FBKI0515567409201,credit,USD,2523693.03,active,2025-10-08 08:12:24
788,1359,RU52XMUP5993001341405,credit,USD,1001184.85,blocked,2025-07-29 19:08:46
789,1280,RU27XURB6709144654840,credit,USD,3358129.68,closed,2025-07-02 08:30:37
790,1805,RU03BABJ0046454976834,debit,EUR,3516954.9,active,2025-12-03 05:45:28
791,1023,RU69XRZO5256048992466,debit,EUR,4810623.26,blocked,2025-08-05 06:31:57
792,1920,RU25EKON0138079511812,credit,EUR,4044858.46,blocked,2026-04-21 04:37:36
793,1160,RU33VDZM5250815959043,credit,EUR,300348.42,active,2025-09-11 16:28:28
794,948,RU73DKAO1741647763103,debit,KZT,753212.8,active,2026-03-17 00:58:33
795,892,RU51YFWH1976702546168,savings,USD,4301069.56,active,2025-12-25 09:49:15
796,417,RU65IJIM9645892441832,savings,USD,4118729.81,active,2025-07-31 19:26:40
797,1407,RU35QYCC3724479297591,credit,KZT,2029923.83,active,2025-06-20 10:56:17
798,394,RU19WIJQ9400946584639,debit,KZT,3985426.76,active,2025-10-20 11:28:14
799,995,RU53EUXJ8878073767649,credit,USD,2110673.63,active,2025-07-10 15:52:35
800,327,RU66PGOQ0534251918716,savings,KZT,146680.2,active,2026-01-04 00:26:40
801,1128,RU31ERSO4767666091919,debit,EUR,4262752.57,blocked,2026-02-21 00:08:08
802,41,RU64GLFM4259931769708,debit,KZT,1570209.97,active,2026-03-25 23:48:55
803,131,RU54ZLNY7591056396704,savings,USD,3358688.7,active,2025-09-24 08:31:06
804,1932,RU45IZOP7140577025015,credit,KZT,1180969.72,closed,2026-02-02 11:02:31
805,1025,RU98LJIT4099857525637,debit,EUR,3321421.46,closed,2026-02-18 05:47:31
806,1908,RU59IIXR4555766335420,credit,USD,2482759.06,active,2025-07-24 16:13:32
807,1229,RU73WKAS5307277282769,debit,USD,1647100.27,closed,2026-02-03 12:43:46
808,799,RU74KVQR7089426603669,credit,EUR,1180454.46,blocked,2025-07-16 21:10:26
809,296,RU92RAZU2764482943500,debit,KZT,1071329.08,active,2025-10-10 21:23:46
810,837,RU22PTMZ1653777842471,savings,EUR,280571.09,closed,2025-09-15 17:41:31
811,1433,RU78NJSC9163695072592,debit,USD,2729179.42,blocked,2026-01-13 08:46:19
812,505,RU62LBDM9156978079823,savings,KZT,1815627.06,active,2026-03-08 04:52:07
813,632,RU90BPVB0813349023743,debit,EUR,4834058.99,closed,2025-05-06 17:38:09
814,1724,RU22FNSW2494180169599,credit,EUR,3994907.66,active,2026-01-16 10:48:56
815,1879,RU48DDUW2946403118287,credit,KZT,1265661.5,blocked,2025-08-21 07:46:47
816,1309,RU46TDIN5951120339059,credit,USD,4515882.34,active,2025-11-16 22:55:03
817,1776,RU04MNVN9423943837542,debit,USD,1942966.6,blocked,2026-04-18 10:11:02
818,1880,RU69QQJM3773485030277,savings,USD,452161.39,active,2025-08-16 17:22:15
819,431,RU04ZEVZ1793162505532,debit,USD,3157132.16,blocked,2026-02-23 18:09:36
820,70,RU58NOTT2448372687793,savings,KZT,4116165.7,blocked,2025-10-23 04:04:39
821,1510,RU46XQVQ9491286728774,savings,USD,3587212.7,active,2026-03-09 09:09:41
822,329,RU95PZRM9104076296965,credit,USD,2532166.24,active,2025-10-03 15:59:10
823,1234,RU02FXJD5731802040410,credit,EUR,3689189.82,blocked,2026-01-18 05:00:59
824,57,RU04OZDS1294337026578,debit,EUR,3208320.96,blocked,2026-02-24 10:01:22
825,1313,RU35DJTM3550193531101,debit,KZT,2003908.59,active,2025-08-23 01:17:15
826,1180,RU60XKQJ5673137001749,debit,KZT,789954.37,closed,2026-01-25 08:05:11
827,1986,RU73GCOL6073021737339,credit,KZT,4234955.19,blocked,2026-02-25 01:09:00
828,1924,RU43PZUV0101492621892,savings,USD,2392349.03,active,2025-08-02 10:54:04
829,356,RU66FXVI0061386549660,credit,EUR,4134016.28,active,2025-07-09 08:52:07
830,173,RU20FUKC4358047118004,savings,USD,910264.38,blocked,2026-03-13 08:57:40
831,1812,RU23KBCK3119596027693,credit,KZT,104652.45,active,2026-04-16 17:13:09
832,1144,RU35ZWIZ7796605485625,credit,EUR,3133510.16,active,2025-10-19 19:18:03
833,407,RU46PLAI2246406948617,savings,EUR,4259302.52,active,2025-09-25 23:06:17
834,1266,RU11KIDX8277114881605,savings,EUR,1301528.74,active,2025-09-13 02:27:10
835,349,RU15RACS7557082678650,credit,KZT,71560.42,closed,2025-10-09 05:09:43
836,1584,RU97IIXJ1442942670880,savings,EUR,2471251.0,active,2026-01-25 08:05:04
837,417,RU89WLBC5137862684970,debit,USD,1440521.9,blocked,2025-09-18 14:22:18
838,267,RU39JEIC6981420768170,savings,KZT,3000813.85,active,2026-01-30 10:35:55
839,1387,RU75BNRC4365972397661,debit,USD,902668.99,active,2025-05-04 09:22:24
840,595,RU91VBKI1715007601751,savings,KZT,3088783.52,active,2025-09-13 18:27:43
841,1194,RU29WXRA0778428455761,credit,EUR,2291362.39,active,2025-10-22 07:28:55
842,273,RU72QUNP7066721922834,savings,EUR,1988376.02,active,2026-01-25 05:57:41
843,786,RU64SDIG0921527259783,credit,USD,3680784.42,active,2025-05-21 14:06:58
844,196,RU86GNOI0891205994476,credit,KZT,261510.95,active,2025-10-23 02:35:48
845,1861,RU90SXRR0122562083610,savings,EUR,4696670.38,closed,2026-01-23 18:49:21
846,1533,RU57RRBE5701620637035,debit,KZT,1269030.76,closed,2025-09-18 03:47:06
847,620,RU83KTLT1516761662965,savings,EUR,1855135.16,closed,2025-05-09 04:30:04
848,1189,RU95RMXG6025368732092,debit,USD,850162.63,blocked,2026-04-19 12:27:51
849,695,RU22FKIL0806940978738,savings,KZT,449150.26,closed,2025-10-08 08:23:07
850,291,RU33PDRG4100066584843,savings,KZT,1567034.77,active,2025-11-03 02:10:07
851,1786,RU86WYZZ9300460356089,savings,EUR,1803600.45,blocked,2025-08-11 02:14:43
852,1849,RU96WUPB6493759044790,savings,EUR,4148116.31,active,2025-11-09 23:43:23
853,642,RU71UKXR3047027890276,savings,KZT,1578399.05,blocked,2026-02-13 19:09:33
854,1946,RU17ILDG0050198575473,debit,EUR,4265315.27,blocked,2025-05-13 21:15:19
855,387,RU02RQYA8427406282850,debit,KZT,1150072.87,active,2025-10-22 20:12:47
856,533,RU09OFLK3205285155013,debit,EUR,2336197.07,active,2026-04-05 20:49:34
857,1899,RU36KFIO1178875051391,savings,KZT,2208156.92,closed,2025-10-28 15:34:33
858,938,RU37QUIC8051412007404,savings,KZT,4229345.92,active,2025-06-10 05:43:46
859,716,RU40XLCK6993327692689,debit,KZT,4340997.37,active,2026-03-13 11:31:14
860,345,RU91SIOH8793092523906,credit,EUR,4113036.21,closed,2026-04-04 04:55:38
861,1359,RU91BLNG6071241373949,credit,KZT,2918153.41,active,2025-11-13 12:00:27
862,1571,RU51CEUK8193669436436,credit,KZT,2082678.54,active,2025-07-27 19:32:31
863,1574,RU32LVWG1459456815089,savings,EUR,472431.81,active,2025-05-03 07:10:24
864,583,RU76KDJM3187989763302,credit,EUR,610832.73,active,2025-12-08 11:32:31
865,1903,RU18GAIE3338831960250,debit,USD,769723.57,active,2025-10-18 22:52:21
866,1702,RU30TXWV2704004386668,credit,EUR,2399795.61,active,2025-12-09 23:34:25
867,1348,RU97JOBZ7260275789663,debit,USD,4848882.8,closed,2025-10-16 04:24:19
868,666,RU62NQAL3738088233097,credit,EUR,4534484.96,closed,2025-06-12 10:32:24
869,433,RU33ACTZ9824770751862,debit,EUR,1415487.09,active,2026-02-06 01:54:25
870,145,RU33DASQ6367828168960,credit,EUR,1907573.26,blocked,2025-07-31 07:29:18
871,365,RU53AMYM8812790425284,debit,USD,446852.35,active,2025-06-25 11:54:21
872,796,RU34MKQA6817922419979,savings,USD,3236192.84,active,2025-06-09 01:16:50
873,612,RU53OAGD0808348098544,savings,USD,3679710.53,active,2026-04-09 04:36:09
874,1403,RU66QORS0483346586726,credit,KZT,1795862.25,active,2026-03-12 08:29:00
875,753,RU32BFDG1806664059974,credit,KZT,2448625.56,blocked,2025-10-25 05:55:42
876,550,RU64HUAQ7803782537126,credit,EUR,2115929.83,blocked,2026-03-04 04:12:14
877,755,RU46XQQP0415578137314,credit,KZT,2171095.51,blocked,2025-05-29 07:31:18
878,83,RU07FDPV5624799443317,credit,USD,4866385.68,active,2025-12-30 17:21:25
879,1406,RU20RFOH0597662084078,credit,KZT,4653407.4,closed,2025-12-23 17:06:33
880,1326,RU63IWMI0157746621997,credit,KZT,1454224.42,blocked,2025-05-23 23:13:43
881,1858,RU20QVKN5255424586672,savings,USD,743884.09,active,2026-01-13 23:27:24
882,1850,RU44TFST0722679406015,savings,KZT,2615937.19,active,2025-11-30 00:19:31
883,98,RU17YIDH8273868833923,credit,KZT,4586592.76,closed,2025-06-04 00:23:35
884,1046,RU57RVYT8622546862966,savings,USD,473327.33,closed,2026-03-04 21:15:52
885,519,RU86CBHL6574808437149,savings,USD,2928253.86,closed,2025-04-29 12:49:25
886,234,RU28FNEP3506001266460,credit,EUR,2314931.84,active,2026-03-16 13:40:39
887,805,RU25SZNC4909100916659,debit,KZT,2081841.56,active,2025-08-23 03:22:50
888,1203,RU10KJKJ3001784627420,credit,USD,3787013.97,blocked,2025-12-21 11:31:22
889,1655,RU76UKFW2589873073216,savings,USD,4833631.41,active,2025-07-14 04:29:18
890,380,RU08MLYM9107086117134,debit,EUR,4910948.75,active,2026-03-27 17:14:11
891,1380,RU30AUEL0064227643494,debit,USD,2672345.64,active,2025-09-23 14:14:19
892,239,RU94YVNK2650534774116,debit,KZT,3279349.06,blocked,2026-01-16 21:17:24
893,830,RU48AFQL9538875598759,credit,EUR,3009835.31,blocked,2025-08-18 19:29:20
894,1267,RU29XFBI1552823016430,credit,USD,3453620.8,blocked,2026-03-01 16:59:01
895,620,RU62VHUE9774443329457,debit,KZT,676434.62,active,2025-06-05 16:17:19
896,1672,RU70QNPW4047724649728,debit,EUR,4852631.3,active,2025-07-13 11:20:55
897,986,RU61GVYJ1906710099784,credit,KZT,3249049.39,blocked,2026-03-16 06:02:00
