event_id,session_id,event_time,event_type,amount,target_account,is_successful,error_message
1475,fbbd3d1babe896c5bd7c2d2ebfd980b6,2025-10-19 08:25:52,open_card,,,True,
1476,71f3ade7ffec8faefdb53a8fdfc52f83,2025-11-03 13:43:16,open_card,,,True,
1477,4dd8a2b1732caaaf7d17b700ef7c3eb1,2025-10-28 10:21:30,view_history,,,True,
1478,fbbee4bd603aa87afedcdcd9e8651f91,2025-12-29 19:57:05,logout,,,True,
1479,9f2c50b3d1bbb9ee0f3abcad03bdd0a6,2025-11-30 18:47:00,logout,,,True,
1480,bbd3c0d7bea0f503b412828e65fe4aad,2025-12-24 03:56:41,view_balance,,,True,
1481,cda3edbecffac8ecbcbe75dededfdd61,2025-09-30 19:00:30,logout,,,True,
1482,2a1cdb3ad22bfcfa13bc2b4bcd37c68f,2025-11-07 06:13:41,view_balance,,,True,
1483,d9e5c0509f3ded5af6856db8ca7b97bf,2025-09-17 05:42:07,pay_utility,141083.85,KZ463966611914508460,True,
1484,fae4a4ba5ec7daa5acd57fd468c73d9a,2025-09-09 22:23:52,change_password,,,True,
1485,a33fdfd3e48200eb8970f7c5cebfe139,2025-10-01 13:43:02,login,,,True,
1486,30fb173d2bbfffbae0d73cc0ee11fa3e,2025-11-12 21:22:36,pay_utility,44250.51,KZ751198447578997104,True,
1487,cb29ec1eff3c4eb97adb6b1bcf61ec70,2025-11-14 10:28:31,open_card,,,False,validation_failed
1488,76cdee45c7315247cfa425b1cb7e75b1,2025-10-31 22:37:06,login,,,True,
1489,89ab5fc3bebeb613d47d4e67cdbaf0f2,2025-09-15 09:57:54,pay_utility,43491.17,KZ862614574469596745,True,
1490,ebe55c12a3bc140f9bdaf9df65b094e2,2025-12-13 17:09:10,pay_utility,82499.78,KZ339285258649238514,True,
1491,aba372b02757c9ec5bd2bba80ecaafca,2025-12-29 07:45:33,logout,,,True,
1492,7b11b69dcffb4da1cdb1eddcbea6bcc3,2025-10-16 20:16:17,pay_utility,71728.4,KZ189975282737125150,True,
1493,371d95c2568801fee9bbae843b708cac,2025-12-21 19:27:50,logout,,,True,
1494,3f1aa47b5efe4dabaafae6e8eef1aed1,2025-11-27 21:34:56,logout,,,True,
1495,4fc23eff9a612f7a0c3d440c4a601424,2025-12-05 20:09:43,view_balance,,,True,
1496,f1aba6cb91b0fa4c13e19bcfcacea3a7,2025-10-28 01:56:56,pay_utility,71987.32,KZ000070537627854211,True,
1497,f52bdd42ebaa56da3f38beed1d74aac7,2025-12-19 12:30:51,login,,,True,
1498,8ce0afaf3712f5d4bd3df21ce65cc317,2025-12-14 22:33:04,logout,,,True,
1499,d2ef62b1542ebeade213c78329221762,2025-09-27 02:07:45,change_password,,,True,
1500,c7f6cbcada31de18f42ccf2e643659d1,2025-09-22 18:26:20,view_history,,,True,
1501,e1373310aa186ae273679a5a2bddbac9,2025-11-30 13:47:40,open_card,,,True,
1502,d253afdfbc0134b4ec8ddfea6ef3451a,2025-09-23 07:03:00,view_history,,,True,
1503,c6e288bb65c7d738f3db1febc5a3dbf7,2025-10-01 19:51:49,view_balance,,,True,
1504,bafe543bfd0e9c8b8a9638beaf19a542,2025-09-28 11:00:58,pay_utility,181729.76,KZ769062082976608692,True,
1505,71f3ade7ffec8faefdb53a8fdfc52f83,2025-11-03 13:48:50,logout,,,True,
1506,c838dc2cababf0153cfab47b92f777be,2025-12-11 11:48:33,change_password,,,True,
1507,369869ea507aebf9dfb4abce1b9ce9ac,2025-09-13 18:44:16,view_balance,,,True,
1508,b6dcecc1aade453bf4bdac1a9eafc60e,2025-12-25 02:53:16,pay_utility,84267.79,KZ119213351827418278,True,
1509,161338b9832bba886296e7ba6b803f82,2025-09-06 09:21:03,logout,,,True,
1510,e27df2a4dff06e9b7e677bdedb44645f,2025-09-19 13:18:30,view_history,,,True,
1511,382bf5dcbed74a32ca2dbb451aea3abc,2025-11-07 18:31:06,open_card,,,True,
1512,2394f85d27a22b9ffacb35c8fad8fbe4,2025-12-30 02:12:06,view_balance,,,True,
1513,4c06f2cde8ced00dcb6d2bc03bd5dec9,2025-10-27 07:37:35,login,,,True,
1514,cadebcdbc178faeabcea96a6a4aecd1d,2025-12-08 22:31:09,view_balance,,,True,
1515,6f4c1ebe886cd6ee83acef49b1352ec0,2025-12-11 05:49:32,view_balance,,,True,
1516,6d106d4cb5dee4ddc027c6710ac6da5d,2025-09-17 19:15:51,open_card,,,True,
1517,2db4c4d2ebca101e8ee4cfa96ff54b5d,2025-09-26 09:33:13,open_card,,,True,
1518,bbb99de2a63dfc13ccae7d70ceddcacf,2025-12-13 16:31:40,logout,,,True,
1519,32edc6525b2d94defae37ac7d0c39367,2025-09-02 14:55:57,view_history,,,True,
1520,ddfdbcd8650efbd69cfef8de6492b401,2025-11-07 14:16:24,pay_utility,6977.0,KZ774540411939357161,True,
1521,dfdee73d7a6ecc80f92a42f66eae8eb1,2025-09-17 10:27:39,login,,,True,
1522,0e6fd6db7d2be3d2aafc20aed38095de,2025-10-07 04:02:59,view_history,,,False,timeout
1523,fcf1aaae8aedcf090eec65ccededc7d8,2025-10-27 16:44:17,view_history,,,True,
1524,19e46647eaedcaf3534e71515e5b2265,2025-10-17 20:05:12,login,,,True,
1525,f0acc61b1b57f90e46ccd99ace98d0c5,2025-11-18 07:39:38,view_history,,,True,
1526,5f9ddd05efc649be7b95587845f4aee6,2025-12-12 00:52:49,change_password,,,True,
1527,f5f9d0b1aeafaca89bbaf2bfbaf9fa2d,2025-10-01 07:34:12,view_history,,,True,
1528,01bb232aabd8f3deba35e023ed0c7650,2025-11-14 06:47:41,view_balance,,,True,
1529,3bb3adeda021accacfbdf1d0f215b1ce,2025-12-11 15:04:09,view_balance,,,True,
1530,034afa2bace00eaedf652c1aaf477d04,2025-10-22 15:51:47,logout,,,True,
1531,c37d4ff0465e4ce09ae2f32d3c4d6a66,2025-12-11 17:06:55,open_card,,,True,
1532,d7fc6cbfea3ca2dea34f9ffe72eb85cd,2025-10-10 20:58:29,open_card,,,True,
1533,fe2edc81aab8ee9ecaac8d3afee93fab,2025-11-13 13:19:46,pay_utility,33855.61,KZ709793330933753565,True,
1534,d790868b677f313f77f4e8acf85f89e9,2025-12-17 09:29:22,pay_utility,191902.65,KZ912193585709839343,True,
1535,9d60efe8e4d7283bfb8e23a8542d3b2e,2025-11-02 07:34:52,view_balance,,,False,validation_failed
1536,ebe36b32f7a9ed3e6cf1322b45beffeb,2025-11-07 18:41:00,login,,,False,validation_failed
1537,6cce9dc4868b522f4f089feaeecf84ef,2025-12-30 01:50:21,open_card,,,True,
1538,f5ffc2ad922c12ffbc5e3deadacfe665,2025-12-18 15:05:45,pay_utility,154098.58,KZ606602163229494309,True,
1539,ecce1d4eff19e4c1284c21af71cb7aef,2025-11-11 08:46:10,view_balance,,,True,
1540,662e43fb84071ef4f71abf24aa81a909,2025-09-20 01:12:47,view_balance,,,True,
1541,adae09eeb0fe8f5d93d1cec9febf15e3,2025-09-17 09:01:14,open_card,,,True,
1542,073d3074df90e9d21c2effeccbc043dc,2025-11-06 22:36:23,view_history,,,False,timeout
1543,102997aa52491e6e1330deadb99eaf3f,2025-10-18 08:51:00,view_history,,,True,
1544,09069d5558b049ef86107c889aa793be,2025-09-24 09:47:01,open_card,,,True,
1545,beff6ac6ba9ec40bfe89a3df06d369ca,2025-11-12 03:35:07,logout,,,True,
1546,2fa4b1c9d2deddfdc77a76d1afea6dc2,2025-11-30 19:40:22,make_transfer,55011.99,KZ015972609277990013,True,
1547,eb1fead2eea8b7cb6a7485cfff5efe4f,2025-12-25 01:38:21,logout,,,True,
1548,bae737a541da76fdd9afda4b01e35864,2025-12-14 10:08:26,login,,,True,
1549,6d106d4cb5dee4ddc027c6710ac6da5d,2025-09-17 19:05:01,make_transfer,197065.02,KZ914259793178444938,True,
1550,fbdc396fe41853f62114a4aa3e007d7e,2025-09-02 02:03:05,view_balance,,,False,validation_failed
1551,f2aba04f0cee84fcadac6872a707c626,2025-10-14 05:52:52,login,,,True,
1552,8eadcc60e7fdd4e70b5fe2cd56dec57e,2025-10-10 03:01:26,pay_utility,154028.85,KZ926441449014019916,True,
1553,714bfbc61fa9bbabaaed6241cd786179,2025-12-22 22:32:43,view_balance,,,True,
1554,bbbe622b71312c57cecb44220effbf0b,2025-12-20 07:19:48,view_history,,,True,
1555,5edcf0a7cac5ebefdfec28ed76655aba,2025-12-27 03:17:40,make_transfer,17226.12,KZ916373207125583285,True,
1556,f2df8cb0715da7a34bb3a31ef60e8ba3,2025-10-03 10:03:40,pay_utility,85854.61,KZ032671951524189643,True,
1557,ebe55c12a3bc140f9bdaf9df65b094e2,2025-12-13 17:12:48,view_balance,,,True,
1558,09d0dbb43fd50164acc9ffb2def7bb6e,2025-10-06 19:29:57,view_balance,,,True,
1559,c6ca1ece853f4ac8aad5c2acaad9bea1,2025-09-02 03:18:42,view_balance,,,True,
1560,eeeb2fcb9892e0c3cc5db275ab6dfc0d,2025-11-28 09:19:00,open_card,,,True,
1561,bc16ddc9a7dddafabc29ed8ebacfb0bc,2025-11-09 13:32:20,view_balance,,,True,
1562,bb5bc59fcbe4fe9bed61db826585d15e,2025-11-17 02:57:03,view_history,,,True,
1563,7dbf5e6fd4bdfd145f50d3db8bad6ffd,2025-10-22 10:59:34,open_card,,,True,
1564,f5ffc2ad922c12ffbc5e3deadacfe665,2025-12-18 15:11:55,pay_utility,115389.93,KZ563461724525264603,True,
1565,77c0b3c54f60c2866dd19c4ee61ff81e,2025-10-25 20:09:03,open_card,,,True,
1566,52a701f3dede7f95cee9fdd8eac7ef3d,2025-09-21 08:47:23,change_password,,,True,
1567,85213203fa75063acd4a16ebbf3c73db,2025-11-20 13:01:34,pay_utility,113625.62,KZ446194171028126093,False,validation_failed
1568,1eb75542ffa2dc9dc0a6bd72eacffd7f,2025-11-24 08:05:25,view_history,,,True,
1569,3ae5950f4e74deaf778b6e3d4ee21dc6,2025-09-03 16:51:33,login,,,True,
1570,bc45e34acfcefa4b2f4bea84e85a6ad0,2025-09-16 14:36:13,change_password,,,True,
1571,b27e3d74492adb8e285d08cda1ed581d,2025-09-01 13:58:01,pay_utility,51667.84,KZ324724050452209046,True,
1572,bafe543bfd0e9c8b8a9638beaf19a542,2025-09-28 10:55:49,logout,,,True,
1573,f73e27e8fdbb5b4bdf5f738dd01ccf94,2025-10-29 03:42:03,login,,,True,
1574,d4dfd72b1c291d4907630d5bd0edc8d3,2025-10-07 20:59:04,make_transfer,60374.22,KZ225938312958451393,True,
1575,b0ffb8fb755ef488f295a844f5a0b0bf,2025-09-22 21:57:42,make_transfer,21666.55,KZ790013991936835390,True,
1576,ffd128db4afbd761cd7cdbe2fa9ee8bf,2025-09-27 11:53:31,make_transfer,2465.07,KZ436249126352365362,True,
1577,bc2eac4bec9fad6e34ccff186ee93f83,2025-09-06 03:16:46,pay_utility,171206.19,KZ376430161088040072,True,
1578,adadfa9f04a43686ea9d7ecb6c92866f,2025-10-21 15:39:44,change_password,,,True,
1579,4fc23eff9a612f7a0c3d440c4a601424,2025-12-05 19:59:45,pay_utility,7969.47,KZ442329259316334237,False,timeout
1580,9f0de20f7ce64598fc3fcb35035c55aa,2025-12-02 08:47:28,make_transfer,166846.31,KZ375312089514776033,True,
1581,ffebead627f3a5490b0b995e987e8cbc,2025-09-11 03:24:52,open_card,,,False,validation_failed
1582,89ab5fc3bebeb613d47d4e67cdbaf0f2,2025-09-15 10:01:13,login,,,False,timeout
1583,c72a1e5ddc7cfeaca0fafbca8171f259,2025-10-12 01:51:20,view_history,,,True,
1584,1ea6c0dfac73db3acaf2dfd9cfa13d24,2025-11-28 01:53:08,logout,,,True,
1585,6fcef9f739ed09605f9da7b1b1bf56a7,2025-10-14 16:30:18,view_history,,,True,
1586,eef87bfa6bd69f0ba1eeebd9abe6df9b,2025-11-05 03:06:06,change_password,,,True,
1587,ca93fbe8d31ccef2183ed25c5591c179,2025-10-23 01:47:59,change_password,,,True,
1588,ce1edcd3f5bab4e8517c978bbc1e3fdc,2025-12-13 08:04:56,change_password,,,False,validation_failed
1589,cea4f07664c57aaa25aeb3efd26ff3e3,2025-12-14 20:11:16,open_card,,,True,
1590,0c4d8af044b7f1c56285fbdcfb5f711a,2025-12-21 01:17:12,logout,,,True,
1591,0bdea3400caea61a8d88eeebdc3af83c,2025-12-19 07:43:26,logout,,,True,
1592,aaf5a88206ca3baab4dedfe42ec35ccb,2025-10-31 03:44:46,open_card,,,True,
1593,d36cfcfeaec8f7bd48e0ba34aa9fa0cc,2025-10-12 18:51:20,pay_utility,26663.22,KZ968234114556308185,True,
1594,fbcd1c7e33f8fcef2c4ccab2a57310c9,2025-11-13 07:08:52,make_transfer,166577.09,KZ825910152958910898,True,
1595,0ec4c0b989f9001836f61e97eda1729a,2025-10-25 09:54:19,change_password,,,True,
1596,33d69b9df2df82582b169cf4ddbb83a0,2025-10-11 23:34:23,view_history,,,True,
1597,f8633d1c3aacbd4ebde8e65d9543a31a,2025-12-15 10:16:54,logout,,,True,
1598,1892dfc73a837e837fbb2d38fab8fd71,2025-10-15 14:36:36,view_balance,,,True,
1599,ae1be48847daacc681f7d5dfb43d0eec,2025-12-16 04:54:46,view_history,,,True,
1600,d790868b677f313f77f4e8acf85f89e9,2025-12-17 09:32:55,login,,,True,
1601,15dbab5ec125e9eeaa508e8ef2470f9f,2025-10-09 08:16:22,view_history,,,True,
1602,baacf3da1d3aaebca3aa6bfcc73ce2c8,2025-09-14 07:30:54,view_history,,,True,
1603,abbd6d76390e476e61685ae8ba95dcdd,2025-09-07 16:52:43,pay_utility,186566.51,KZ090859425391701024,False,auth_error
1604,bebd06cec44cc2ff62c577eb3cf0f3bf,2025-09-03 11:47:43,logout,,,True,
1605,66411a40ad1ed76e95aa6e8a9862d73c,2025-12-29 17:27:14,open_card,,,True,
1606,d2abf58e929c8eb303cd3ccb09b623ec,2025-12-26 01:44:05,change_password,,,True,
1607,66a48de2b0faa31245aecddcf0c40fbc,2025-11-27 07:34:50,open_card,,,True,
1608,a7922e21fd350c3e9d563ebd5fd0981f,2025-11-11 03:45:20,view_balance,,,True,
1609,4a68cbf1fcc0ec90cf382fa68822b9be,2025-10-29 19:22:53,change_password,,,True,
1610,0e0c678ca9ab4ca675404ad9e6d43c8e,2025-11-04 06:18:29,view_history,,,True,
1611,a4bcd626834a3d0e55cb29bcc9b32dab,2025-09-18 01:16:20,logout,,,True,
1612,bbbe622b71312c57cecb44220effbf0b,2025-12-20 07:27:56,logout,,,True,
1613,cc24278aaf9ab58185e2ceaeeccdd0b7,2025-11-28 00:08:45,logout,,,True,
1614,baa4ecfa417bbc28eb30f27efda96ed7,2025-12-07 00:29:05,pay_utility,183933.36,KZ239112225709275403,True,
1615,dafaff24ccbdaa64a126d7a6eeff4bcf,2025-11-13 06:38:51,login,,,False,auth_error
1616,fe26edeaeefeeea4bce6dad342dfd6a2,2025-10-28 15:23:46,view_history,,,True,
1617,61e92cf9b32a662ad7d4da8308b2f5e1,2025-12-29 10:55:33,pay_utility,54141.8,KZ190390104712371355,True,
1618,17e45abbaee0e50a729b7d21de1cddff,2025-12-25 17:53:20,open_card,,,True,
1619,ed605f1e7fed2a8bcbe61ed0cf602aea,2025-09-25 05:32:38,open_card,,,True,
1620,1aeef26d8ebbfb3ebf6acccffaaec02a,2025-09-02 11:20:04,view_history,,,True,
1621,cc7beccdbb9fe84b45bbf1fb5bed3aea,2025-10-02 09:28:41,view_history,,,True,
1622,4eebf79dbd1b504e6297f5b7a13ac351,2025-09-03 11:19:29,login,,,False,auth_error
1623,e5673c533be992de1b342cbbeba5e64f,2025-12-23 12:55:41,login,,,True,
1624,8f9bbb26f25abacba8ed4df6dc00c2dc,2025-12-21 06:34:21,change_password,,,True,
1625,b0dc9bc1f9e1968e81b99750a61b5d21,2025-09-18 03:57:02,view_history,,,True,
1626,acdf77c3a75faeeddafbebdb8d2ff8fb,2025-09-16 14:08:38,open_card,,,True,
1627,beaa94d60fa475cd6ee43ebbc3b9a3ab,2025-09-18 01:01:59,view_balance,,,True,
1628,d692b6d012bfcfa14badfa47f11fbe61,2025-11-23 10:29:31,login,,,True,
1629,fedeaed2e9aeff29fdda6aa1aeda929d,2025-10-23 03:39:21,pay_utility,41816.46,KZ169980932135690100,True,
1630,ada185c30e3c5d26558aa4ebf0f2ae06,2025-09-14 06:45:39,login,,,True,
1631,a7f176c4eb34c4c0baad9d488325f6dd,2025-12-17 03:18:14,view_balance,,,True,
1632,77c0b3c54f60c2866dd19c4ee61ff81e,2025-10-25 20:21:06,view_history,,,True,
1633,3a2b89de1d8d43eec8694debc7c8de5f,2025-10-29 18:34:30,open_card,,,True,
1634,b8abf1eba14ae353e3fbc249ef1acfd0,2025-12-07 08:26:53,make_transfer,158878.89,KZ894795097461962814,True,
1635,cff79dd2f545b5b2d5d9be460b6deccc,2025-10-22 05:36:57,open_card,,,True,
1636,f9b1833f4520b23e3a6c6cf167a15bc7,2025-12-26 22:04:51,make_transfer,24386.17,KZ388062137339514003,True,
1637,c6f5c2e2ab086cad7cc55ab7b1ebeff0,2025-10-18 05:25:11,view_balance,,,False,validation_failed
1638,2db4c4d2ebca101e8ee4cfa96ff54b5d,2025-09-26 09:41:13,view_balance,,,True,
1639,18a70ec16b8b5aae8e87bccb245bb502,2025-10-09 16:23:03,logout,,,True,
1640,aa0b4fbdefacc28509eebb4ededdaf24,2025-10-12 00:11:31,view_balance,,,True,
1641,7cf62e8a2cf8d38afd048f23e8fb2ac5,2025-11-12 09:05:23,logout,,,False,timeout
1642,f9a6841be354f52edae5d5c49d50e90b,2025-11-14 18:18:45,open_card,,,True,
1643,bea8cb72e58bdbdccfd1966ca2af3762,2025-10-16 14:21:51,change_password,,,True,
1644,16b5eebf677db9e94bfe37155db24eca,2025-10-30 13:24:17,make_transfer,90936.23,KZ927779453331692273,True,
1645,c93915fe8bacfa8e5dc5a7b7dae647f5,2025-12-18 00:27:48,view_balance,,,True,
1646,ccbdb4179bccd7aadf652ccfeb73ebb9,2025-11-12 21:58:17,make_transfer,139912.01,KZ743984541046981574,True,
1647,97a3b89aea61fbcf7ff073161fbf33f6,2025-12-18 04:58:11,pay_utility,72666.62,KZ550106247132501479,True,
1648,1ceafda52ba0c729154cd27158fb6e66,2025-11-16 07:19:37,view_history,,,True,
1649,c6e288bb65c7d738f3db1febc5a3dbf7,2025-10-01 19:39:10,logout,,,True,
1650,b4946e752fba7c0bff6e45c82ceb4ee2,2025-12-24 01:02:32,pay_utility,139532.13,KZ604900795911370942,True,
1651,3ba1c4be5004de6255a89ea641910ac2,2025-09-28 23:27:12,change_password,,,True,
1652,b62cdbe7d8b9dec71be1eb7aec3c64a1,2025-09-01 04:42:03,change_password,,,True,
1653,7aec2c8f823debd8e0c84a325785cadf,2025-11-05 08:50:41,pay_utility,107941.54,KZ548225449260963193,True,
1654,fd373bc6e2b9e4ce36ef558e1a39234e,2025-11-14 11:29:23,logout,,,True,
1655,7fde3cbdb9f3c6cb6dd8033ab65b6eff,2025-11-08 10:41:37,logout,,,True,
1656,2f6ecb2b1e4dde29a2de6144e04cb9ed,2025-11-12 04:45:11,change_password,,,True,
1657,933b603e6c1ec237d4baf9e8e2e0abbe,2025-09-20 12:36:46,view_history,,,True,
1658,3c3d7aa08b0c34b542bdf238ac196bf8,2025-12-09 19:32:09,pay_utility,89162.63,KZ344124188190313664,True,
1659,3defad5e4acfeabcd01e767ebd7fa3ef,2025-09-29 01:15:45,view_balance,,,True,
1660,03dba1fa81fc2cf7186caac11c2bd412,2025-11-13 01:57:20,logout,,,True,
1661,e24d4efcb3ce83df78b0b2ad2e96dd47,2025-10-30 15:20:51,view_balance,,,True,
1662,f6ccfa8757d923eedca3ec2ef48d77e1,2025-10-06 10:56:11,open_card,,,False,timeout
1663,ee413fdba04fd32afbecdc8c2bbfdd58,2025-11-17 13:36:51,view_history,,,True,
1664,eda304feecaccbd3ce924febfebd2fc2,2025-10-05 06:51:00,view_history,,,True,
1665,f0c4252eb062f61f27c11ea21775b969,2025-09-04 03:02:38,pay_utility,107432.09,KZ539521488995220294,True,
1666,bf5be0cb8e8dcb1234fdb88ff1db7db9,2025-11-25 04:44:19,logout,,,True,
1667,9e1affac2efe758cfe8c2cb5cb6d9ec0,2025-09-18 22:15:20,logout,,,True,
1668,0dd4a2dac54f7eddc5febd9af6f01e29,2025-09-17 11:40:35,login,,,True,
1669,1bbb2bcd5ef58efbba1ddf7dc71ff2e5,2025-11-23 11:59:45,open_card,,,True,
1670,b1bfccd6abac3b9cb9de117c3feebddf,2025-09-19 19:33:49,open_card,,,True,
1671,c6c5ce8ed688eebbda9cecd8bda748e4,2025-12-28 15:58:41,login,,,False,validation_failed
1672,f74c6ff0dd1c7a5e9cab2e65d61ab879,2025-10-20 12:33:22,open_card,,,True,
1673,33b21e22eb3bcae796da33e9fde7acb8,2025-11-10 22:40:20,change_password,,,False,validation_failed
1674,cdbc9d7f2cdfdabdea9b96eb3a17f44b,2025-10-25 03:18:12,login,,,True,
1675,4d7aec1b8ff7904a7ceb3c637d412cce,2025-11-16 16:25:34,logout,,,True,
1676,ae28af1c370a1c74b0dac3b355fd6cb4,2025-11-26 05:08:37,pay_utility,185796.82,KZ012624599563633357,True,
1677,e0b1b766834d6f459c6cc7eee9be9af0,2025-11-12 07:56:16,make_transfer,46500.78,KZ276476143827205412,True,
1678,d07c733ffe3309ac243b11fd4df631df,2025-09-04 13:50:23,logout,,,True,
1679,c47901ca068b11f8f1dfb4ec00accdab,2025-12-27 11:32:17,view_history,,,True,
1680,4efeef8ee0dc2be80c6a4e2c89aceda3,2025-12-11 06:29:46,login,,,True,
1681,ceebbdcaec7e56195a1190b44dd44d41,2025-10-27 10:44:55,change_password,,,True,
1682,2f6ecb2b1e4dde29a2de6144e04cb9ed,2025-11-12 04:43:42,open_card,,,True,
1683,d9a4f4d7688b2aee17b18f4ba783f133,2025-10-07 05:04:58,pay_utility,40671.33,KZ876679729371838899,True,
1684,f81b55ea10ffca1d9da3e71fb0f5cbe2,2025-10-23 20:53:47,login,,,True,
1685,d08590c2a025a3f6ddae8ef4b06a1663,2025-10-07 02:32:43,logout,,,True,
1686,c46fcc6ebffdaad002357cfdbfec43b4,2025-11-19 13:20:40,login,,,True,
1687,cff79dd2f545b5b2d5d9be460b6deccc,2025-10-22 05:42:30,logout,,,True,
1688,dda3f585a85ae76acab13da8eb6abebc,2025-09-18 16:58:31,make_transfer,41770.41,KZ078080035438490584,True,
1689,3ae5950f4e74deaf778b6e3d4ee21dc6,2025-09-03 16:40:19,view_balance,,,True,
1690,a017067bb5eabbcb5e06f55d7bc90f22,2025-12-19 02:43:55,view_balance,,,True,
1691,e3e9d293515ff47ff40ac470d92c36fb,2025-09-06 00:06:56,view_history,,,True,
1692,7831c5cf23f3f6d236822f7332cd4f0a,2025-11-29 06:09:28,view_history,,,False,validation_failed
1693,fe26edeaeefeeea4bce6dad342dfd6a2,2025-10-28 15:05:34,login,,,True,
1694,409f15c7def5fcb2bdbb8d000fc7edb9,2025-12-20 05:49:53,view_history,,,True,
1695,ed553e97d0fe22f0667b5b81c2bcd6ed,2025-12-30 23:51:02,view_history,,,True,
1696,7d9e8dbbffca3d68059dbcf9bed0ed5d,2025-09-09 01:45:22,change_password,,,True,
1697,d81da7ad3f3e01b29cbb74cde6d54cb3,2025-12-14 01:36:51,view_history,,,True,
1698,d08590c2a025a3f6ddae8ef4b06a1663,2025-10-07 02:26:11,login,,,False,validation_failed
1699,d7337f9cc5ecbc9807c0caecf6a6d6ed,2025-11-07 11:18:11,login,,,True,
1700,219c12bf2e9bfbbafccbd9c4831bf0fb,2025-11-09 03:16:19,view_history,,,True,
1701,5bbff6a733a0fbf2ad7cd85adc77db52,2025-12-02 16:46:08,make_transfer,146092.53,KZ676487034677628632,True,
1702,cd5cd1cbedaa7d35b6db5da3fa3dd2fd,2025-11-21 05:18:36,login,,,True,
1703,8470eea6f2501f55cc34fef2d4cedce3,2025-10-07 13:56:53,open_card,,,True,
1704,2ecfb119cd7b67ccd71cf3988c7c25fa,2025-09-05 18:58:54,view_balance,,,True,
1705,8faeb35c66b52ba80bb7bfcc6bd3e945,2025-12-15 07:49:08,view_balance,,,True,
1706,1a9ed133c23467dee30f400ad84ab7ef,2025-11-11 04:51:31,make_transfer,42590.53,KZ432403364350600124,True,
1707,9585befedc9e7bfddf9e1b1d2482c997,2025-10-02 17:20:25,make_transfer,48748.03,KZ970421559636444156,True,
1708,bc7ec60ad828ae2e2edfbea2cbab713f,2025-10-23 21:30:35,login,,,True,
1709,b7c7ed3aabac6c2421e0c8f0b7647910,2025-10-17 23:23:45,pay_utility,1781.69,KZ642785848656965974,True,
1710,d9c8cac1d2d6e4ff5d802c7d50d91cfa,2025-11-08 14:15:24,change_password,,,True,
1711,83a17e8c4c72b4547c73f59c66ded9cc,2025-09-18 10:15:33,logout,,,True,
1712,85a7fbdf5573d579203fd341a1c57db1,2025-10-26 22:36:27,login,,,True,
1713,96b0db3ee4f5b31dbaa4dcbcec54d852,2025-12-07 05:01:13,view_history,,,True,
1714,b8abf1eba14ae353e3fbc249ef1acfd0,2025-12-07 08:11:20,make_transfer,113478.26,KZ127428854462240749,True,
1715,d11bceefedf5effa5ed872be0fce37cb,2025-10-01 18:49:52,view_balance,,,True,
1716,08463e30e2ec5af068dd00e16a49452e,2025-11-21 04:19:07,open_card,,,True,
1717,df00adec76b64335acdef0fddbabacdf,2025-12-03 07:34:53,pay_utility,74012.78,KZ256209417505360636,True,
1718,0cbce7e5ab7c9aa5af6a0c73bbf0c26d,2025-09-20 10:32:22,login,,,True,
1719,ae77af241dbddad355ce8c3adbef6aec,2025-12-08 23:02:10,view_history,,,True,
1720,405a5fe8da71df5848d5ba561eadb98a,2025-11-14 12:19:31,open_card,,,True,
1721,aaf5a88206ca3baab4dedfe42ec35ccb,2025-10-31 03:49:02,pay_utility,107323.61,KZ977394865081731804,True,
1722,bc16ddc9a7dddafabc29ed8ebacfb0bc,2025-11-09 13:11:14,pay_utility,125337.19,KZ146968846387462162,True,
1723,ac6f9915a0bffcfe11edec8faca6d259,2025-09-08 21:11:47,logout,,,True,
1724,ca8ef2feaf9e51b62e5c66cce04e43b5,2025-10-21 03:12:24,logout,,,True,
1725,c84b506b40011e40c9e0cc45cc21bba1,2025-12-06 12:31:49,logout,,,True,
1726,a8cbf9b4a868bf8de4ff0a10ebbf18ad,2025-12-18 20:04:38,view_balance,,,True,
1727,fbcd1c7e33f8fcef2c4ccab2a57310c9,2025-11-13 07:20:10,logout,,,True,
1728,a17eceec2f2b047ee4aea958e4d7dcbb,2025-11-12 14:22:10,logout,,,True,
1729,c838dc2cababf0153cfab47b92f777be,2025-12-11 11:55:06,view_balance,,,True,
1730,02d6d15e323dd83ebc0e1560530da510,2025-09-19 04:30:05,open_card,,,True,
1731,86d0957ebdb37fd989f4ddb7d3fb5afc,2025-12-23 17:49:07,login,,,True,
1732,2ec9f2418f4be405aaaceabbe97ae4bb,2025-12-27 09:41:40,logout,,,True,
1733,30ee8db25b53a220f9a8fdcff8b406bc,2025-10-16 16:55:33,change_password,,,True,
1734,db2ee6beea64caa72aeda7ed2c4de5da,2025-11-18 22:56:56,open_card,,,False,auth_error
1735,e3e99bab5ee0de045aedf3dd42cc5bb3,2025-12-05 10:33:26,view_history,,,True,
1736,8aa482bfead76a8df3eecfeec9d3a201,2025-10-22 04:43:29,change_password,,,True,
1737,67bb144f5ec5690cf3abb06fdaef43fd,2025-12-06 14:07:44,change_password,,,True,
1738,5797de6a92c6c94a8480ace4feecf70d,2025-10-07 03:29:54,view_balance,,,True,
1739,5ccc7db1114dbb814ada407e86a9e372,2025-11-16 15:07:32,open_card,,,True,
